from,to,year,relationship
lohse,ketchum,2016,7
lohse,koenigswinter,,11
lohse,onyxpower,2021,9
lohse,onyxpower,2022,9
lohse,uni_copenhagen,2014,4
lohse,uni_copenhagen,2015,4
lohse,uni_potsdam,2010,2
lohse,uni_potsdam,2011,2
lohse,uni_potsdam,2012,2
lohse,uni_potsdam,2013,2
lohse,uni_potsdam,2013,3
lohse,uni_potsdam,2014,3
lohse,uni_potsdam,2015,3
lohse,uni_potsdam,2016,3
ludwig,amnesty,2013,7
ludwig,denkwerk,2018,9
ludwig,denkwerk,2019,9
ludwig,denkwerk,2020,9
ludwig,denkwerk,2021,9
ludwig,fypx,2021,9
ludwig,fypx,2022,9
ludwig,odaline,2020,9
ludwig,odaline,2021,9
ludwig,odaline,2022,9
ludwig,srh_berlin,2021,15
ludwig,srh_berlin,2022,15
ludwig,stiftung_bmw,2014,7
ludwig,uni_augsburg,2010,2
ludwig,uni_augsburg,2011,2
ludwig,uni_augsburg,2012,2
ludwig,uni_augsburg,2013,2
ludwig,uni_augsburg,2014,2
ludwig,webershandwick,2013,7
ludwig,webershandwick,2015,8
ludwig,webershandwick,2016,9
ludwig,webershandwick,2017,9
ludwig,webershandwick,2018,9
lueers,edelman,2013,7
lueers,edelman,2014,8
lueers,edelman,2015,8
lueers,edelman,2015,9
lueers,edelman,2016,9
lueers,edelman,2017,9
lueers,hs_groningen,2010,2
lueers,hs_groningen,2011,2
lueers,hs_groningen,2012,2
lueers,hs_groningen,2013,2
lueers,hs_groningen,2014,2
lueers,lhlk,2017,9
lueers,lhlk,2018,9
lueers,pwc,2014,7
lueers,uni_lima,2012,4
lueers,we_communications,2018,9
lueers,we_communications,2019,9
lueers,we_communications,2020,9
lueers,we_communications,2021,9
lueers,we_communications,2022,9
lutermann,hs_osnabrueck,2018,15
lutermann,hs_osnabrueck,2019,15
lutermann,hs_osnabrueck,2020,15
lutermann,hs_osnabrueck,2021,15
lutermann,hs_osnabrueck,2022,15
lutermann,hs_osnabrueck,2010,3
lutermann,hs_osnabrueck,2011,3
lutermann,hs_osnabrueck,2012,3
lutermann,hs_osnabrueck,2013,3
lutermann,hs_osnabrueck,2014,3
lutermann,hs_osnabrueck,2015,3
lutermann,hs_osnabrueck,2016,3
lutermann,oha_healthcare,2021,9
lutermann,oha_healthcare,2022,9
lutermann,paracelsus,2019,9
lutermann,paracelsus,2020,9
lutermann,paracelsus,2021,9
lutermann,schuechtermann,2013,9
lutermann,schuechtermann,2014,9
lutermann,schuechtermann,2015,9
lutermann,schuechtermann,2016,9
lutermann,schuechtermann,2017,9
lutermann,schuechtermann,2018,9
lutermann,schuechtermann,2019,9
lutermann,uni_lueneburg,2007,2
lutermann,uni_lueneburg,2008,2
lutermann,uni_lueneburg,2009,2
lutermann,uni_lueneburg,2010,2
maertin,bayer,,9
maier,agueera,,17
maier,biospin,2012,7
maier,biospin,2013,7
maier,bluetomato,207,7
maier,bs_esic,2017,4
maier,bs_esic,2018,4
maier,crazywave,2010,7
maier,crazywave,2011,7
maier,crazywave,2012,7
maier,crazywave,2013,7
maier,deutschlandstip,2017,14
maier,deutschlandstip,2018,14
maier,hochberg,,17
maier,karlshochschule,2015,2
maier,karlshochschule,2016,2
maier,karlshochschule,2017,2
maier,karlshochschule,2018,2
maier,karlshochschule,2019,2
maier,naumann,,17
maier,onehundred,2018,12
maier,onehundred,2019,12
maier,onehundred,2020,12
maier,onehundred,2021,12
maier,onehundred,2022,12
maier,planetsports,2015,7
maier,planetsports,2016,7
maier,redbull,2018,7
maier,siemens,2019,12
maier,siemens,2020,12
maier,siemens,2020,8
maier,siemens,2021,8
maier,siemens,2022,9
maier,winkels,,17
mainusch,blackbox,2017,9
mainusch,buehler_healthcare,2022,9
mainusch,convensis,2018,9
mainusch,convensis,2019,9
mainusch,convensis,2020,9
mainusch,convensis,2021,9
mainusch,corsani,,17
mainusch,hencke,,17
mainusch,klar_wertvoll,2017,9
mainusch,klar_wertvoll,2018,9
mainusch,weltethos,2016,7
mainusch,weltethos,2017,7
malessa,ohhh,,9
malessa,uni_jena,,2
manske,bild,2014,9
manske,bild,2015,9
manske,bild,2016,9
manske,bild,2017,9
manske,bild,2018,9
manske,bild,2019,9
manske,eishockey,2012,10
manske,eishockey,2013,10
manske,eishockey,2014,10
manske,hsv,2011,7
manske,medienakademie,,2
manske,mopo,2010,10
manske,mopo,2011,10
manske,mopo,2012,10
manske,mopo,2013,10
manske,mopo,2014,10
manske,mopo,2013,8
manske,mopo,2014,8
manske,nestwerk,2011,10
manske,sportmikro,2010,10
manske,sportmikro,2011,10
manske,tennisnet,2010,10
manske,volkswagen,2019,9
manske,volkswagen,2020,9
manske,volkswagen,2021,9
manske,volkswagen,2022,9
mantel,dhbw,2012,2
mantel,dhbw,2013,2
mantel,dhbw,2014,2
mantel,dhbw,2015,2
mantel,duravit,2012,8
mantel,duravit,2013,8
mantel,duravit,2014,8
mantel,duravit,2015,8
mantel,fom,2019,3
mantel,fom,2020,3
mantel,fom,2021,3
mantel,haebmau,2015,7
mantel,haebmau,2016,7
mantel,haebmau,2017,9
mantel,haebmau,2018,9
mantel,haebmau,2019,9
mantel,haebmau,2020,9
mantel,haebmau,2021,9
mantel,haebmau,2022,9
mantel,uni_shanghai,2014,4
manz,lhlk,,9
manz,uni_muenchen,,19
marcinkowski,artist_network,2015,7
marcinkowski,artist_network,2016,7
marcinkowski,heavenhr,2016,7
marcinkowski,heavenhr,2016,9
marcinkowski,heavenhr,2017,9
marcinkowski,hewlettpackard,2018,9
marcinkowski,hewlettpackard,2019,9
marcinkowski,hewlettpackard,2020,9
marcinkowski,hewlettpackard,2021,9
marcinkowski,tlgg,2021,9
marcinkowski,tlgg,2022,9
marcinkowski,uni_breslau,2017,3
marcinkowski,uni_breslau,2018,3
marcinkowski,uni_breslau,2019,3
marcinkowski,uni_newcastle,2013,4
marcinkowski,uni_newcastle,2014,4
marcinkowski,uni_siegen,2011,2
marcinkowski,uni_siegen,2012,2
marcinkowski,uni_siegen,2013,2
marcinkowski,uni_siegen,2014,2
marcinkowski,uni_siegen,2015,2
marcinkowski,vhs_duisburg,2014,7
markert,communication_consultants,2016,7
markert,communication_consultants,2017,7
markert,communication_consultants,2018,9
markert,cosmopop,2013,7
markert,cosmopop,2014,7
markert,daimler,2014,7
markert,daimler,2015,7
markert,fischerappelt,2015,7
markert,neueshandeln,2018,9
markert,neueshandeln,2019,9
markert,neueshandeln,2020,9
markert,uni_bergen,2012,4
markert,uni_duesseldorf,2020,9
markert,uni_duesseldorf,2021,9
markert,uni_duesseldorf,2022,9
markert,uni_hohenheim,2015,3
markert,uni_hohenheim,2016,3
markert,uni_hohenheim,2017,3
markert,uni_mannheim,2010,2
markert,uni_mannheim,2011,2
markert,uni_mannheim,2012,2
markert,uni_mannheim,2013,2
markert,uni_mannheim,2014,2
marten,gehalt,,9
marten,uni_siegen,,3
marten,uni_siegen,,2
martin,audencia,2016,4
martin,augustfaller,2012,7
martin,augustfaller,2013,7
martin,augustfaller,2014,7
martin,augustfaller,2015,7
martin,badischezeitung,2014,10
martin,badischezeitung,2015,10
martin,behrendt,,17
martin,bundespresseamt,2019,7
martin,chilli,2015,7
martin,daimler,2015,7
martin,daimler,2016,7
martin,dpa,2017,7
martin,jedox,2016,7
martin,kommunity,2020,13
martin,krust,,17
martin,kuehn,,17
martin,rtl,2017,7
martin,sick,2016,7
martin,sick,2017,7
martin,sick,2018,7
martin,sick,2019,7
martin,stippler,,17
martin,uni_freiburg,2019,7
martin,uni_freiburg,2020,7
martin,uni_freiburg,2013,2
martin,uni_freiburg,2014,2
martin,uni_freiburg,2015,2
martin,uni_freiburg,2016,2
martin,uni_freiburg,2017,2
martin,uni_freiburg,2017,3
martin,uni_freiburg,2018,3
martin,uni_freiburg,2019,3
martin,uni_freiburg,2020,3
martin,uni_helsinki,2016,4
martin,voss_flavia,,17
martin,wirtschaftsinstitut,2020,9
martin,wirtschaftsinstitut,2021,9
martin,wirtschaftsinstitut,2022,9
masik,basf,2015,7
masik,basf,2016,7
masik,bayer,2018,8
masik,bayer,2019,8
masik,bayer,2020,8
masik,bayer,2020,9
masik,bayer,2021,9
masik,bayer,2022,9
masik,continental,2017,7
masik,continental,2018,7
masik,deinbus,2013,9
masik,deinbus,2014,9
masik,deinbus,2015,9
masik,maertin,,17
masik,radio_salue,2006,7
masik,radio_salue,2009,7
masik,segami,2011,7
masik,th_koeln,2018,6
masik,uni_siegen,2013,7
masik,uni_siegen,2014,7
masik,uni_siegen,2015,7
masik,uni_siegen,2016,7
masik,uni_siegen,2017,7
masik,uni_siegen,2009,2
masik,uni_siegen,2010,2
masik,uni_siegen,2011,2
masik,uni_siegen,2012,2
masik,uni_siegen,2013,2
masik,uni_siegen,,3
masik,youngminds,2019,13
masik,youngminds,2020,13
masik,youngminds,2021,13
masik,youngminds,2022,13
meng,eckelmann,,17
meng,ese_malta,2015,10
meng,frey,,17
meng,haufe,2017,7
meng,haufe,2017,9
meng,haufe,2018,9
meng,haufe,2019,9
meng,haufe,2020,9
meng,haufe,2021,9
meng,haufe,2022,9
meng,lye,2017,12
meng,lye,2018,12
meng,uni_freiburg,2015,7
meng,uni_freiburg,2016,7
meng,uni_freiburg,2013,2
meng,uni_freiburg,2014,2
meng,uni_freiburg,2015,2
meng,uni_freiburg,2016,2
meng,uni_freiburg,2017,2
meyer,365sherpas,,9
meyer,uni_potsdam,,3
meyer,uni_regensburg,,2
moeller,convensis,,9
moeller,dprg,,13
moeller,priho,,11
moeller,uni_bamberg,,2
moeller,uni_hohenheim,,3
molling_m,eon,2019,9
molling_m,eon,2020,9
molling_m,eon,2021,9
molling_m,eon,2022,9
molling_m,lhlk,2015,8
molling_m,lhlk,2016,8
molling_m,lhlk,2016,9
molling_m,lhlk,2017,9
molling_m,lhlk,2018,9
molling_m,lhlk,2019,9
molling_m,mediengruppe,2013,7
molling_m,mediengruppe,2014,7
molling_m,mediengruppe,2015,7
molling_m,uni_bamberg,2013,3
molling_m,uni_bamberg,2014,3
molling_m,uni_bamberg,2015,3
molling_m,uni_tuebingen,2009,2
molling_m,uni_tuebingen,2010,2
molling_m,uni_tuebingen,2011,2
molling_m,uni_tuebingen,2012,2
molling_s,foerderverein,2013,7
molling_s,foerderverein,2014,7
molling_s,freelance,2016,10
molling_s,freelance,2017,10
molling_s,freelance,2018,10
molling_s,freelance,2019,10
molling_s,freelance,2020,10
molling_s,hdm,2012,2
molling_s,hdm,2013,2
molling_s,hdm,2014,2
molling_s,hdm,2015,2
molling_s,hdm,2016,2
molling_s,hueckmann,,17
molling_s,ketchum,2020,9
molling_s,ketchum,2021,9
molling_s,ketchum,2022,9
molling_s,lebherz,2013,7
molling_s,lebherz,2014,7
molling_s,lebherz,2015,7
molling_s,lebherz,2016,7
molling_s,leithoff,,17
molling_s,leitsinn,2016,9
molling_s,leitsinn,2017,9
molling_s,leitsinn,2018,9
molling_s,leitsinn,2019,9
molling_s,leitsinn,2020,9
molling_s,molling_m,,17
molling_s,molling_m,,16
molling_s,scholzfriends,2014,7
molling_s,scholzfriends,2015,7
molling_s,steinbeis,2014,7
molling_s,steinbeis,2015,7
molling_s,steinbeis,2016,7
molling_s,studienstiftung,,14
molling_s,uni_hohenheim,2017,3
molling_s,uni_hohenheim,2018,3
molling_s,uni_hohenheim,2019,3
montua,dprg,,13
montua,montuapartner,,12
montua,nordakademie,,20
muckenfuss,tum_institut,,9
muckenfuss,uni_augsburg,,2
muckenfuss,uni_jena,,3
mueller,macromedia,2013,2
mueller,macromedia,2014,2
mueller,macromedia,2015,2
mueller,macromedia,2016,2
mueller,brand_academy,2018,3
mueller,brand_academy,2019,3
mueller,brand_academy,2020,3
mueller,fischerappelt,2016,9
mueller,fischerappelt,2017,9
mueller,fischerappelt,2018,9
mueller,fischerappelt,2019,9
mueller,fischerappelt,2020,9
mueller,fischerappelt,2021,9
mueller,interone,2015,7
mueller,interone,2016,7
mueller,jungvonmatt,2021,9
mueller,jungvonmatt,2022,9
mueller,lagemann,,17
mueller,nationaluniversity,2014,4
mueller,nationaluniversity,2015,4
mueller,piskorz,,17
mueller_max,ddb,,9
mueller_max,srh_berlin,,2
mueller_michael,schott_glass,,9
mueller_michael,uni_frankfurt,,2
mueller_michael,uni_mainz,,3
nagel,ohhh,,9
nagel,uni_potsdam,,2
nasir,hessischerrundfunk,2013,10
nasir,hessischerrundfunk,2014,10
nasir,hessischerrundfunk,2015,10
nasir,hessischerrundfunk,2016,10
nasir,ing_deutschland,2017,8
nasir,ing_deutschland,2018,8
nasir,ing_deutschland,2018,9
nasir,ing_deutschland,2019,9
nasir,ing_deutschland,2020,9
nasir,ing_deutschland,2021,9
nasir,ing_deutschland,2022,9
nasir,kfw,2016,7
nasir,kfw,2017,7
nasir,uni_frankfurt,2010,2
nasir,uni_frankfurt,2011,2
nasir,uni_frankfurt,2012,2
nasir,uni_frankfurt,2013,2
nasir,uni_frankfurt,2014,2
nasir,uni_frankfurt,2014,3
nasir,uni_frankfurt,2015,3
nasir,uni_frankfurt,2016,3
nasir,uni_frankfurt,2017,3
nasir,hs_quadriga,2020,3
nasir,hs_quadriga,2021,3
nasir,hs_quadriga,2022,3
nasir,hs_quadriga,2018,6
nasir,medienakademie,2017,6
naumann,siemens,,9
naumann,uni_zuerich,,21
nebe,combera,2011,8
nebe,combera,2012,8
nebe,comparex,2012,7
nebe,comparex,2013,7
nebe,comparex,2014,7
nebe,dprg,2012,11
nebe,dprg,2013,11
nebe,dprg,2014,11
nebe,dprg,2015,11
nebe,dprg,2016,11
nebe,dprg,2017,11
nebe,dprg,2018,11
nebe,dprg,2019,11
nebe,dprg,2020,11
nebe,dprg,2021,11
nebe,dprg,2022,11
nebe,fischerappelt,2015,7
nebe,mtp,2011,13
nebe,mtp,2012,13
nebe,pioneer,2017,9
nebe,pioneer,2018,9
nebe,pioneer,2019,9
nebe,pioneer,2020,9
nebe,pioneer,2021,9
nebe,thiemann,,17
nebe,uni_houston,2015,4
nebe,uni_leipzig,2020,15
nebe,uni_leipzig,2021,15
nebe,uni_leipzig,2022,15
nebe,uni_leipzig,2010,2
nebe,uni_leipzig,2011,2
nebe,uni_leipzig,2012,2
nebe,uni_leipzig,2013,2
nebe,uni_leipzig,2013,3
nebe,uni_leipzig,2014,3
nebe,uni_leipzig,2015,3
nebe,uni_leipzig,2016,3
nebe,uni_leipzig,2017,3
nebe,warmann,,17
nebe,zalaris,2021,9
nebe,zalaris,2022,9
nebe,zarof,2015,7
nebe,zarof,2016,7
nebe,zarof,2017,7
nicolai,arsedition,2010,7
nicolai,bcw,2013,7
nicolai,bcw,2014,7
nicolai,klenkhoursch,2014,7
nicolai,klenkhoursch,2015,9
nicolai,klenkhoursch,2016,9
nicolai,klenkhoursch,2017,9
nicolai,klenkhoursch,2018,9
nicolai,klenkhoursch,2019,9
nicolai,klenkhoursch,2020,9
nicolai,klenkhoursch,2021,9
nicolai,klenkhoursch,2022,9
nicolai,kommoguntia,2012,13
nicolai,kommoguntia,2013,13
nicolai,kommoguntia,2014,13
nicolai,rheinzeitung,2009,10
nicolai,rheinzeitung,2010,10
nicolai,schnabel_ag,2011,7
nicolai,schnabel_ag,2012,7
nicolai,uni_mainz,2013,7
nicolai,uni_mainz,2008,2
nicolai,uni_mainz,2009,2
nicolai,uni_mainz,2010,2
nicolai,uni_mainz,2011,2
nicolai,uni_mainz,2012,2
nicolai,uni_mainz,2012,3
nicolai,uni_mainz,2013,3
nicolai,uni_mainz,2014,3
nicolai,uni_mainz,2015,3
nicolai,uni_sevilla,2010,4
nicolai,uni_sevilla,2011,4
niedermeier,seidelstiftung,,9
niedermeier,uni_muenchen,,19
nolan,agenda_paris,2013,7
nolan,agenda_paris,2014,7
nolan,centre_apr,2012,7
nolan,consense,2015,8
nolan,consense,2016,8
nolan,depak,2016,6
nolan,drobnitzky,,17
nolan,oliverwyman,2018,9
nolan,oliverwyman,2019,9
nolan,oliverwyman,2020,9
nolan,picus,2020,9
nolan,picus,2021,9
nolan,picus,2022,9
nolan,sciencespo_paris,2016,3
nolan,sciencespo_paris,2017,3
nolan,sciencespo_paris,2018,3
nolan,staatskanzlei_bayern,2013,7
nolan,steverding,,17
nolan,twenga,2014,7
nolan,uni_manchester,2011,2
nolan,uni_manchester,2012,2
nolan,uni_manchester,2013,2
nolan,uni_manchester,2014,2
nolan,uni_manchester,2015,2
nolan,whu_management,2021,6
obenlog,edelman,,9
obenlog,uni_duesseldorf,,3
obenlog,uni_nantes,,3
obenlog,uni_regensburg,,2
offermann,gauly,,9
offermann,uni_hohenheim,,3
offermann,uni_passau,,2
ostermeier,finsbury,2017,9
ostermeier,finsbury,2018,9
ostermeier,finsbury,2019,9
ostermeier,finsbury,2020,9
ostermeier,finsbury,2021,9
ostermeier,finsbury,2022,9
ostermeier,flair,2014,7
ostermeier,hannoversche,2012,7
ostermeier,finsbury,2016,7
ostermeier,klenkhoursch,2012,7
ostermeier,klenkhoursch,2013,7
ostermeier,klenkhoursch,2014,7
ostermeier,lautenbachsass,2016,7
ostermeier,lprs,2014,11
ostermeier,lprs,2015,11
ostermeier,lprs,2016,11
ostermeier,lprs,2017,11
ostermeier,uni_genua,2013,4
ostermeier,uni_leipzig,2014,3
ostermeier,uni_leipzig,2015,3
ostermeier,uni_leipzig,2016,3
ostermeier,uni_leipzig,2017,3
ostermeier,uni_mainz,2010,2
ostermeier,uni_mainz,2011,2
ostermeier,uni_mainz,2012,2
ostermeier,uni_mainz,2013,2
ostermeier,uni_mainz,2014,2
ostermeier,zerfass,,17
oswald,freelance,2016,10
oswald,freelance,2017,10
oswald,freelance,2018,10
oswald,freelance,2019,10
oswald,freelance,2020,10
oswald,freelance,2021,10
oswald,freelance,2022,10
oswald,jodel,2016,9
oswald,jodel,2017,9
oswald,jodel,2018,9
oswald,jodel,2019,9
oswald,jodel,2020,9
oswald,jodel,2021,9
oswald,jodel,2022,9
oswald,rapp,,17
oswald,schmitz,,17
pietsch,ddb,,9
pietsch,fom,,2
pietsch,grey,,9
piskorz,fischerappelt,,9
piskorz,uni_muenster,,3
piskorz,uni_zuerich,,2
planz,cosnova,2018,9
planz,cosnova,2019,9
planz,cosnova,2020,9
planz,cosnova,2021,9
planz,cosnova,2022,9
planz,edelman,2012,7
planz,edelman,2013,7
planz,fgu_stipendium,2009,14
planz,fgu_stipendium,2010,14
planz,fgu_stipendium,2011,14
planz,fgu_stipendium,2012,14
planz,fleishmanhillard,2012,8
planz,fleishmanhillard,2013,8
planz,fleishmanhillard,2013,9
planz,fleishmanhillard,2014,9
planz,fleishmanhillard,2015,9
planz,hoechster_kreisblatt,2009,10
planz,hoechster_kreisblatt,2010,10
planz,mannbeissthund,2011,7
planz,msl,2015,9
planz,msl,2016,9
planz,msl,2017,9
planz,msl,2018,9
planz,uni_lumiere,2010,2
planz,uni_lumiere,2011,2
planz,uni_lumiere,2012,2
planz,uni_weimar,2009,2
planz,uni_weimar,2010,2
planz,uni_weimar,2011,2
planz,uni_weimar,2012,2
planz,zeitungsgruppe_thueringen,2009,10
planz,zeitungsgruppe_thueringen,2010,10
planz,zeitungsgruppe_thueringen,2011,10
planz,zeitungsgruppe_thueringen,2012,10
praetorius,bcw,2014,7
praetorius,gauly,2015,7
praetorius,gauly,2016,7
praetorius,gauly,2019,9
praetorius,gauly,2020,9
praetorius,gauly,2021,9
praetorius,gauly,2022,9
praetorius,goetheinstitut,2012,7
praetorius,hillknowlton,2016,9
praetorius,hillknowlton,2017,9
praetorius,hillknowlton,2018,9
praetorius,hillknowlton,2019,9
praetorius,kulturamt,2011,7
praetorius,uni_frankfurt,2010,2
praetorius,uni_frankfurt,2011,2
praetorius,uni_frankfurt,2012,2
praetorius,uni_frankfurt,2013,2
praetorius,uni_zeppelin,2013,7
praetorius,uni_zeppelin,2014,7
praetorius,uni_zeppelin,2015,7
praetorius,uni_zeppelin,2013,3
praetorius,uni_zeppelin,2014,3
praetorius,uni_zeppelin,2015,3
praetorius,uni_zeppelin,2016,3
radzik,freelance,2011,10
radzik,freelance,2012,10
radzik,freelance,2013,10
radzik,freelance,2014,10
radzik,freelance,2015,10
radzik,freelance,2016,10
radzik,freelance,2017,10
radzik,freelance,2018,10
radzik,freelance,2019,10
radzik,gaertnerpr,2014,7
radzik,harvard_pr,2015,8
radzik,microsoft,2018,9
radzik,microsoft,2019,9
radzik,microsoft,2020,9
radzik,rogl,,17
radzik,scala,2016,9
radzik,scala,2017,9
radzik,scala,2018,9
radzik,siemens,2020,9
radzik,siemens,2021,9
radzik,siemens,2022,9
radzik,uni_bayreuth,2012,7
radzik,uni_bayreuth,2013,7
radzik,uni_bayreuth,2014,7
radzik,uni_bayreuth,2015,7
radzik,uni_bayreuth,2011,2
radzik,uni_bayreuth,2012,2
radzik,uni_bayreuth,2013,2
radzik,uni_bayreuth,2014,2
radzik,uni_bayreuth,2015,2
rahe,hs_osnabrueck,,2
rahe,klenkhoursch,,9
rahe,uni_greifswald,,3
rapp,spohngymnasium,,9
rauch_h,lhlk,,9
rauch_h,uni_duesseldorf,,2
rauch_j,schwartzpr,,9
rauch_j,uni_nuernberg,,3
reck,eth,,3
reck,eth,,2
reck,getyourguide,,12
rehmet,basf,2016,7
rehmet,basf,2017,7
rehmet,buchele_cc,2014,7
rehmet,buchele_cc,2015,7
rehmet,buchele_cc,2016,7
rehmet,daimler,2016,7
rehmet,hs_osnabrueck,2011,2
rehmet,hs_osnabrueck,2012,2
rehmet,hs_osnabrueck,2013,2
rehmet,hs_osnabrueck,2014,2
rehmet,lautenbach,,17
rehmet,lautenbachsass,2017,9
rehmet,lautenbachsass,2018,9
rehmet,lautenbachsass,2019,9
rehmet,lautenbachsass,2020,9
rehmet,lprs,2015,13
rehmet,lprs,2016,13
rehmet,porsche,2013,7
rehmet,porsche,2014,7
rehmet,sap,2020,9
rehmet,sap,2021,9
rehmet,sap,2022,9
rehmet,uni_leipzig,2014,3
rehmet,uni_leipzig,2015,3
rehmet,uni_leipzig,2016,3
reidinger,communication_consultants,2013,7
reidinger,communication_consultants,2014,7
reidinger,communication_consultants,2014,8
reidinger,communication_consultants,2015,8
reidinger,communication_consultants,2015,9
reidinger,communication_consultants,2016,9
reidinger,communication_consultants,2017,9
reidinger,communication_consultants,2018,9
reidinger,communication_consultants,2019,9
reidinger,communication_consultants,2020,9
reidinger,communication_consultants,2021,9
reidinger,communication_consultants,2022,9
reidinger,froehler,,17
reidinger,hdm,2018,15
reidinger,hdm,2019,15
reidinger,hdm,2020,15
reidinger,horvath,2010,7
reidinger,horvath,2011,7
reidinger,horvath,2012,7
reidinger,uni_hohenheim,2009,7
reidinger,uni_hohenheim,2010,7
reidinger,uni_hohenheim,2019,15
reidinger,uni_hohenheim,2008,2
reidinger,uni_hohenheim,2009,2
reidinger,uni_hohenheim,2010,2
reidinger,uni_hohenheim,2011,2
reidinger,uni_hohenheim,2011,3
reidinger,uni_hohenheim,2012,3
reidinger,uni_hohenheim,2013,3
reidinger,uni_hohenheim,2014,3
reidinger,uni_oregon,2012,4
reidinger,uni_oregon,2013,4
reifschneider,hs_groningen,,2
reifschneider,montuapartner,,9
reisbeck,bundestag,2012,9
reisbeck,dhbw,2012,2
reisbeck,dhbw,2013,2
reisbeck,dhbw,2014,2
reisbeck,dhbw,2015,2
reisbeck,engel_zimmermann,2015,9
reisbeck,engel_zimmermann,2016,9
reisbeck,engel_zimmermann,2017,9
reisbeck,engel_zimmermann,2018,9
reisbeck,engel_zimmermann,2019,9
reisbeck,pivot,2019,9
reisbeck,pivot,2020,9
reisbeck,pivot,2021,9
reisbeck,pivot,2022,9
reisbeck,ringier,2011,10
reisbeck,ringier,2012,10
remberg,abendblatt,2012,7
remberg,aiesec,2012,11
remberg,aiesec,2013,11
remberg,aiesec,2014,11
remberg,aiesec,2015,11
remberg,bdkom,2017,11
remberg,bdkom,2018,11
remberg,bdkom,2019,11
remberg,bdkom,2020,11
remberg,bdkom,2021,11
remberg,bdkom,2022,11
remberg,frommhold,,17
remberg,instituto_andalusi,2016,7
remberg,kommoguntia,2016,11
remberg,kommoguntia,2017,11
remberg,kommoguntia,2018,11
remberg,kommoguntia,2019,11
remberg,kommoguntia,2020,11
remberg,kommoguntia,2021,11
remberg,kommoguntia,2022,11
remberg,marten,,17
remberg,otto_group,2018,7
remberg,otto_group,2018,8
remberg,otto_group,2019,8
remberg,otto_group,2020,8
remberg,otto_group,2020,9
remberg,otto_group,2021,9
remberg,otto_group,2022,9
remberg,stromnetz,2016,7
remberg,swr,2017,7
remberg,swr,2018,7
remberg,swr,2019,7
remberg,tomtailor,2014,7
remberg,tomtailor,2015,7
remberg,uni_mainz,2016,3
remberg,uni_mainz,2017,3
remberg,uni_mainz,2018,3
remberg,uni_mainz,2019,3
remberg,uni_muenster,2012,2
remberg,uni_muenster,2013,2
remberg,uni_muenster,2014,2
remberg,uni_muenster,2015,2
remberg,uni_navarra,2018,4
remberg,uniklinik_muenster,2015,7
remberg,uniklinik_muenster,2016,7
rettig,dhbw,,2
rettig,bs_antwerp,,5
rettig,schott_glass,,9
rettig,uni_york,,3
rietmann,adel_link,2016,9
rietmann,adel_link,2017,9
rietmann,adel_link,2018,9
rietmann,adel_link,2019,9
rietmann,adel_link,2020,9
rietmann,adel_link,2021,9
rietmann,adel_link,2022,9
rietmann,aok,2013,7
rietmann,edelman,2014,7
rietmann,edelman,2015,7
rietmann,edelman,2015,8
rietmann,edelman,2016,8
rietmann,uni_twente,2010,2
rietmann,uni_twente,2011,2
rietmann,uni_twente,2012,2
rietmann,uni_twente,2013,2
rietmann,uni_twente,2013,3
rietmann,uni_twente,2014,3
rietmann,uni_twente,2015,3
ringwald,depak,,6
ringwald,rollsroyce,,9
ringwald,uni_koeln,,19
roeloffs,fischerappelt,,9
roeloffs,mtp,,11
roeloffs,uni_muenster,,2
roessing,dprg,,12
roessing,ewald_roessing,,12
roessing,uni_chongqing,,21
roessing,uni_halle,,19
roessing,uni_halle,,21
rogl,bdkom,,11
rogl,depak,,6
rogl,fachakademiesp,,1
rogl,microsoft,,9
rohr,basf,2014,7
rohr,basf,2019,8
rohr,basf,2020,8
rohr,bmw,2016,7
rohr,daad,2013,14
rohr,dapd,2012,7
rohr,dapr,2020,6
rohr,landtag_rp,2018,9
rohr,landtag_rp,2019,9
rohr,mannheimermorgen,2011,7
rohr,mannheimermorgen,2012,10
rohr,mannheimermorgen,2013,10
rohr,mannheimermorgen,2014,10
rohr,mannheimermorgen,2015,10
rohr,mannheimermorgen,2016,10
rohr,mannheimermorgen,2017,10
rohr,nrwschool,2016,7
rohr,nrwschool,2017,7
rohr,nrwschool,2018,7
rohr,nrwschool,2016,3
rohr,nrwschool,2017,3
rohr,nrwschool,2018,3
rohr,proctergamble,2020,9
rohr,proctergamble,2021,9
rohr,proctergamble,2022,9
rohr,stiftung_adenauer,2014,14
rohr,stiftung_adenauer,2015,14
rohr,stiftung_adenauer,2016,14
rohr,stiftung_adenauer,2017,14
rohr,stiftung_adenauer,2018,14
rohr,stiftung_adenauer,2019,14
rohr,stiftung_adenauer,2020,14
rohr,stiftung_adenauer,2021,14
rohr,stiftung_adenauer,2022,14
rohr,swr,2016,7
rohr,uni_montreal,2013,4
rohr,uni_montreal,2014,4
rohr,uni_tuebingen,2012,7
rohr,uni_tuebingen,2013,7
rohr,uni_tuebingen,2014,7
rohr,uni_tuebingen,2015,7
rohr,uni_tuebingen,2011,2
rohr,uni_tuebingen,2012,2
rohr,uni_tuebingen,2013,2
rohr,uni_tuebingen,2014,2
rohr,uni_tuebingen,2015,2
rohr,uni_tuebingen,2016,2
rohwer,allensbach,2008,10
rohwer,allensbach,2009,10
rohwer,baltic_institute,2011,7
rohwer,baltic_institute,2012,7
